method,mesh_n,phase,relative_energy_kj_mol_per_H2O,dmc_reference_kj_mol_per_H2O,error_kj_mol_per_H2O,absolute_error_kj_mol_per_H2O,qualification
CP2K-native pbc provider,1,II,-85.402832141787,0.310000,-85.712832141787,85.712832141787,PASS
CP2K-native pbc provider,1,III,-52.784771268542,1.250000,-54.034771268542,54.034771268542,PASS
CP2K-native pbc provider,1,IV,38.666296563445,3.830000,34.836296563445,34.836296563445,PASS
CP2K-native pbc provider,1,VI,-119.951875945327,1.780000,-121.731875945327,121.731875945327,PASS
CP2K-native pbc provider,1,VII,-491.873082184693,4.990000,-496.863082184693,496.863082184693,PASS
CP2K-native pbc provider,1,VIII,-227.181419883129,4.230000,-231.411419883129,231.411419883129,PASS
CP2K-native pbc provider,1,IX,-36.269951766466,0.600000,-36.869951766466,36.869951766466,PASS
CP2K-native pbc provider,1,XI,-299.258517764208,0.160000,-299.418517764208,299.418517764208,PASS
CP2K-native pbc provider,1,XIII,16.464730690270,2.120000,14.344730690270,14.344730690270,PASS
CP2K-native pbc provider,1,XIV,-351.956575258314,1.700000,-353.656575258314,353.656575258314,PASS
CP2K-native pbc provider,1,XV,-121.156627657516,1.740000,-122.896627657516,122.896627657516,PASS
CP2K-native pbc provider,1,XVII,-112.486904025341,1.750000,-114.236904025341,114.236904025341,PASS
CP2K-native pbc provider,2,II,-40.052766068529,0.310000,-40.362766068529,40.362766068529,PASS
CP2K-native pbc provider,2,III,-21.669455109452,1.250000,-22.919455109452,22.919455109452,PASS
CP2K-native pbc provider,2,IV,14.926650765275,3.830000,11.096650765275,11.096650765275,PASS
CP2K-native pbc provider,2,VI,-57.367272481186,1.780000,-59.147272481186,59.147272481186,PASS
CP2K-native pbc provider,2,VII,-299.975226317139,4.990000,-304.965226317139,304.965226317139,PASS
CP2K-native pbc provider,2,VIII,-121.493618846350,4.230000,-125.723618846350,125.723618846350,PASS
CP2K-native pbc provider,2,IX,-14.811030410780,0.600000,-15.411030410780,15.411030410780,PASS
CP2K-native pbc provider,2,XI,-165.236805185714,0.160000,-165.396805185714,165.396805185714,PASS
CP2K-native pbc provider,2,XIII,6.872360672447,2.120000,4.752360672447,4.752360672447,PASS
CP2K-native pbc provider,2,XIV,-199.607037403887,1.700000,-201.307037403887,201.307037403887,PASS
CP2K-native pbc provider,2,XV,-58.045560486171,1.740000,-59.785560486171,59.785560486171,PASS
CP2K-native pbc provider,2,XVII,-51.558717497715,1.750000,-53.308717497715,53.308717497715,PASS
CP2K-native pbc provider,3,II,-9.052122321210,0.310000,-9.362122321210,9.362122321210,PASS
CP2K-native pbc provider,3,III,-2.299610990511,1.250000,-3.549610990511,3.549610990511,PASS
CP2K-native pbc provider,3,IV,2.904346265887,3.830000,-0.925653734113,0.925653734113,PASS
CP2K-native pbc provider,3,VI,-12.321024967755,1.780000,-14.101024967755,14.101024967755,PASS
CP2K-native pbc provider,3,VII,-153.898146955623,4.990000,-158.888146955623,158.888146955623,PASS
CP2K-native pbc provider,3,VIII,-38.486259267871,4.230000,-42.716259267871,42.716259267871,PASS
CP2K-native pbc provider,3,IX,-2.460998734167,0.600000,-3.060998734167,3.060998734167,PASS
CP2K-native pbc provider,3,XI,-62.523168276147,0.160000,-62.683168276147,62.683168276147,PASS
CP2K-native pbc provider,3,XIII,0.926729513961,2.120000,-1.193270486039,1.193270486039,PASS
CP2K-native pbc provider,3,XIV,-83.899711714503,1.700000,-85.599711714503,85.599711714503,PASS
CP2K-native pbc provider,3,XV,-12.545496741036,1.740000,-14.285496741036,14.285496741036,PASS
CP2K-native pbc provider,3,XVII,-10.466385740566,1.750000,-12.216385740566,12.216385740566,PASS
CP2K-native pbc provider,4,II,-2.513144332386,0.310000,-2.823144332386,2.823144332386,PASS
CP2K-native pbc provider,4,III,1.264036142972,1.250000,0.014036142972,0.014036142972,PASS
CP2K-native pbc provider,4,IV,1.405718427516,3.830000,-2.424281572484,2.424281572484,PASS
CP2K-native pbc provider,4,VI,-1.048055217778,1.780000,-2.828055217778,2.828055217778,PASS
CP2K-native pbc provider,4,VII,-63.955253819072,4.990000,-68.945253819072,68.945253819072,PASS
CP2K-native pbc provider,4,VIII,-6.163477349517,4.230000,-10.393477349517,10.393477349517,PASS
CP2K-native pbc provider,4,IX,-0.372870780640,0.600000,-0.972870780640,0.972870780640,PASS
CP2K-native pbc provider,4,XI,-14.875006645914,0.160000,-15.035006645914,15.035006645914,PASS
CP2K-native pbc provider,4,XIII,0.123067620531,2.120000,-1.996932379469,1.996932379469,PASS
CP2K-native pbc provider,4,XIV,-23.938100045934,1.700000,-25.638100045934,25.638100045934,PASS
CP2K-native pbc provider,4,XV,-1.097387628033,1.740000,-2.837387628033,2.837387628033,PASS
CP2K-native pbc provider,4,XVII,-0.727224094238,1.750000,-2.477224094238,2.477224094238,PASS
CP2K-native pbc provider,5,II,-1.751209197801,0.310000,-2.061209197801,2.061209197801,PASS
CP2K-native pbc provider,5,III,1.637489090846,1.250000,0.387489090846,0.387489090846,PASS
CP2K-native pbc provider,5,IV,1.286795887227,3.830000,-2.543204112773,2.543204112773,PASS
CP2K-native pbc provider,5,VI,0.455318480049,1.780000,-1.324681519951,1.324681519951,PASS
CP2K-native pbc provider,5,VII,-21.860960292900,4.990000,-26.850960292900,26.850960292900,PASS
CP2K-native pbc provider,5,VIII,0.489976040174,4.230000,-3.740023959826,3.740023959826,PASS
CP2K-native pbc provider,5,IX,-0.167194869264,0.600000,-0.767194869264,0.767194869264,PASS
CP2K-native pbc provider,5,XI,-2.561509806027,0.160000,-2.721509806027,2.721509806027,PASS
CP2K-native pbc provider,5,XIII,0.056163127084,2.120000,-2.063836872916,2.063836872916,PASS
CP2K-native pbc provider,5,XIV,-5.462219419517,1.700000,-7.162219419517,7.162219419517,PASS
CP2K-native pbc provider,5,XV,0.436613107080,1.740000,-1.303386892920,1.303386892920,PASS
CP2K-native pbc provider,5,XVII,0.518654375510,1.750000,-1.231345624490,1.231345624490,PASS
CP2K-native pbc provider,6,II,-1.673140435542,0.310000,-1.983140435542,1.983140435542,PASS
CP2K-native pbc provider,6,III,1.672165228326,1.250000,0.422165228326,0.422165228326,PASS
CP2K-native pbc provider,6,IV,1.278275951726,3.830000,-2.551724048274,2.551724048274,PASS
CP2K-native pbc provider,6,VI,0.630350366028,1.780000,-1.149649633972,1.149649633972,PASS
CP2K-native pbc provider,6,VII,-6.584448779061,4.990000,-11.574448779061,11.574448779061,PASS
CP2K-native pbc provider,6,VIII,1.605099765336,4.230000,-2.624900234664,2.624900234664,PASS
CP2K-native pbc provider,6,IX,-0.149213410206,0.600000,-0.749213410206,0.749213410206,PASS
CP2K-native pbc provider,6,XI,-0.054671152098,0.160000,-0.214671152098,0.214671152098,PASS
CP2K-native pbc provider,6,XIV,-1.064873294721,1.700000,-2.764873294721,2.764873294721,PASS
CP2K-native pbc provider,6,XV,0.615966711167,1.740000,-1.124033288833,1.124033288833,PASS
CP2K-native pbc provider,6,XVII,0.657455557145,1.750000,-1.092544442855,1.092544442855,PASS
CP2K-native pbc provider,7,VI,0.649689340153,1.780000,-1.130310659847,1.130310659847,PASS
CP2K-native pbc provider,7,VII,-1.826161947227,4.990000,-6.816161947227,6.816161947227,PASS
CP2K-native pbc provider,7,VIII,1.782418369861,4.230000,-2.447581630139,2.447581630139,PASS
CP2K-native pbc provider,7,XIV,-0.111024864121,1.700000,-1.811024864121,1.811024864121,PASS
CP2K-native pbc provider,7,XV,0.635864765327,1.740000,-1.104135234673,1.104135234673,PASS
CP2K-native pbc provider,7,XVII,0.672285685199,1.750000,-1.077714314801,1.077714314801,PASS
CP2K-native pbc provider,8,VII,-0.441453685894,4.990000,-5.431453685894,5.431453685894,PASS
CP2K-native pbc provider,8,VIII,1.810235969010,4.230000,-2.419764030990,2.419764030990,PASS
CP2K-native pbc provider,8,XIV,0.090455358961,1.700000,-1.609544641039,1.609544641039,PASS
