solid,method,mesh,scale,a_A,energy_hartree,completed,valid_for_eos,diagnostic,scf_strategy,classification_resolution,classification_rationale
AlP,GFN2,k444,0.94000,5.1211200000,-14.490490831909,True,True,,default_tblite_mixer,,
AlP,GFN2,k444,0.98000,5.3390400000,-14.572452843984,True,True,,default_tblite_mixer,,
AlP,GFN2,k444,1.00000,5.4480000000,-14.587534731530,True,True,,default_tblite_mixer,,
AlP,GFN2,k444,1.02000,5.5569600000,-14.590295954890,True,True,,default_tblite_mixer,,
AlP,GFN2,k444,1.06000,5.7748800000,-14.568459212261,True,True,,default_tblite_mixer,,
AlP,GFN2,k444,1.12000,6.1017600000,-14.492756213691,True,True,,default_tblite_mixer,,
AlP,GFN2,k444,1.20000,6.5376000000,-14.351875449828,True,True,,default_tblite_mixer,,
AlP,GFN2,k444,1.30000,7.0824000000,-14.169512971379,True,True,,default_tblite_mixer,,
AlP,GFN2,k444,1.45000,7.8996000000,-13.888871762411,True,True,,default_tblite_mixer,,
AlP,GXTB,k444,0.82000,4.4673600000,-2335.320358548407,True,True,,native_gxtb_fdiis,,
AlP,GXTB,k444,0.88000,4.7942400000,-2335.574552215676,True,True,,native_gxtb_fdiis,,
AlP,GXTB,k444,0.94000,5.1211200000,-2335.642233896563,True,True,,native_gxtb_fdiis,,
AlP,GXTB,k444,0.98000,5.3390400000,-2335.627580534707,True,True,,native_gxtb_fdiis,,
AlP,GXTB,k444,1.00000,5.4480000000,-2335.608443926036,True,True,,native_gxtb_fdiis,,
AlP,GXTB,k444,1.02000,5.5569600000,-2335.583317160173,True,True,,native_gxtb_fdiis,,
AlP,GXTB,k444,1.06000,5.7748800000,-2335.519120267903,True,True,,native_gxtb_fdiis,,
AlP,GXTB,k444,1.12000,6.1017600000,-2335.398802543203,True,True,,native_gxtb_fdiis,,
AlP,GXTB,k444,1.20000,6.5376000000,-2335.214307978525,True,True,,native_gxtb_fdiis,,
AlP,GXTB,k444,1.30000,7.0824000000,-2334.978413941754,True,True,,native_gxtb_fdiis,,
AlP,GXTB,k444,1.45000,7.8996000000,-2334.652869779943,True,True,,native_gxtb_fdiis,,
MgO,GFN1,k444,0.82000,3.4349800000,-21.587189712840,True,True,,default_tblite_mixer,,
MgO,GFN1,k444,0.88000,3.6863200000,-21.935823516973,True,True,,default_tblite_mixer,,
MgO,GFN1,k444,0.94000,3.9376600000,-22.048334569925,True,True,,default_tblite_mixer,,
MgO,GFN1,k444,0.98000,4.1052200000,-22.059035291610,True,True,,default_tblite_mixer,,
MgO,GFN1,k444,1.00000,4.1890000000,-22.052913149007,True,True,,default_tblite_mixer,,
MgO,GFN1,k444,1.02000,4.2727800000,-22.041266888892,True,True,,default_tblite_mixer,,
MgO,GFN1,k444,1.06000,4.4403400000,-22.005718736978,True,True,,default_tblite_mixer,,
MgO,GFN1,k444,1.12000,4.6916800000,-21.932594392620,True,True,,default_tblite_mixer,,
MgO,GFN1,k444,1.20000,5.0268000000,-21.815684690640,True,True,,default_tblite_mixer,,
MgO,GFN1,k444,1.30000,5.4457000000,-21.657834057836,True,True,,default_tblite_mixer,,
MgO,GFN1,k444,1.45000,6.0740500000,-21.441344722913,True,True,,default_tblite_mixer,,
MgO,GFN2,k444,0.82000,3.4349800000,-173476.622448519774,False,False,,retry_m1_d001,,
MgO,GFN2,k444,0.88000,3.6863200000,-39302.534024815672,False,False,,retry_m1_d001,,
MgO,GFN2,k444,0.90000,3.7701000000,-26934.886934985188,False,False,,retry_m1_d001,,
MgO,GFN2,k444,0.92000,3.8538800000,-20277.916468316555,False,False,,retry_m1_d001,,
MgO,GFN2,k444,0.92600,3.8790140000,-19.357598895489,True,True,,default_tblite_mixer,,
MgO,GFN2,k444,0.92700,3.8832030000,-19.356755411776,True,True,,default_tblite_mixer,,
MgO,GFN2,k444,0.92800,3.8873920000,-19.355946146703,True,True,,default_tblite_mixer,,
MgO,GFN2,k444,0.93000,3.8957700000,-19.354393840894,True,True,,default_tblite_mixer,,
MgO,GFN2,k444,0.94000,3.9376600000,-19.346818761607,True,True,,default_tblite_mixer,,
MgO,GFN2,k444,0.98000,4.1052200000,-19.307979047297,True,True,,default_tblite_mixer,,
MgO,GFN2,k444,1.00000,4.1890000000,-19.282673542820,True,True,,default_tblite_mixer,,
MgO,GFN2,k444,1.02000,4.2727800000,-19.254169668778,True,True,,default_tblite_mixer,,
MgO,GFN2,k444,1.06000,4.4403400000,-19.190166231937,True,True,,default_tblite_mixer,,
MgO,GFN2,k444,1.12000,4.6916800000,-19.083232702832,True,True,,default_tblite_mixer,,
MgO,GFN2,k444,1.20000,5.0268000000,-18.942501293534,True,True,,default_tblite_mixer,,
MgO,GFN2,k444,1.30000,5.4457000000,-18.754223146022,True,True,,default_tblite_mixer,,
MgO,GFN2,k444,1.45000,6.0740500000,-18.517248993983,True,True,,default_tblite_mixer,,
MgO,GXTB,k444,0.82000,3.4349800000,-1102.417604663436,True,True,,native_gxtb_fdiis,,
MgO,GXTB,k444,0.88000,3.6863200000,-1102.400809033810,True,True,,native_gxtb_fdiis,,
MgO,GXTB,k444,0.94000,3.9376600000,-1102.338604567044,True,True,,native_gxtb_fdiis,,
MgO,GXTB,k444,0.98000,4.1052200000,-1102.350500401814,True,True,,native_gxtb_fdiis,,
MgO,GXTB,k444,1.00000,4.1890000000,-1102.341022292200,True,True,,native_gxtb_fdiis,,
MgO,GXTB,k444,1.02000,4.2727800000,-1102.323881894511,True,True,,native_gxtb_fdiis,,
MgO,GXTB,k444,1.06000,4.4403400000,-1102.274437225131,True,True,,native_gxtb_fdiis,,
MgO,GXTB,k444,1.12000,4.6916800000,-1102.177152739316,True,True,,native_gxtb_fdiis,,
MgO,GXTB,k444,1.20000,5.0268000000,-1102.010973210905,True,True,,native_gxtb_fdiis,,
MgO,GXTB,k444,1.30000,5.4457000000,-1101.751900751343,True,True,,native_gxtb_fdiis,,
MgO,GXTB,k444,1.45000,6.0740500000,-1101.334749210499,True,True,,native_gxtb_fdiis,,
MgS,GFN1,k444,0.82000,4.2541600000,-17.711118864069,True,True,,default_tblite_mixer,,
MgS,GFN1,k444,0.88000,4.5654400000,-18.024696098628,True,True,,default_tblite_mixer,,
MgS,GFN1,k444,0.94000,4.8767200000,-18.131711481091,True,True,,default_tblite_mixer,,
MgS,GFN1,k444,0.98000,5.0842400000,-18.141585133502,True,True,,default_tblite_mixer,,
MgS,GFN1,k444,1.00000,5.1880000000,-18.134753903807,True,True,,default_tblite_mixer,,
MgS,GFN1,k444,1.02000,5.2917600000,-18.121961390194,True,True,,default_tblite_mixer,,
MgS,GFN1,k444,1.06000,5.4992800000,-18.083127291658,True,True,,default_tblite_mixer,,
MgS,GFN1,k444,1.12000,5.8105600000,-18.000374106070,True,True,,default_tblite_mixer,,
MgS,GFN1,k444,1.20000,6.2256000000,-17.867817508913,True,True,,default_tblite_mixer,,
MgS,GFN1,k444,1.30000,6.7444000000,-17.722791361015,True,True,,default_tblite_mixer,,
MgS,GFN1,k444,1.45000,7.5226000000,-17.516081905901,True,True,,default_tblite_mixer,,
MgS,GFN2,k444,0.82000,4.2541600000,-15.363578087359,True,True,,default_tblite_mixer,,
MgS,GFN2,k444,0.88000,4.5654400000,-15.654473237709,True,True,,default_tblite_mixer,,
MgS,GFN2,k444,0.94000,4.8767200000,-15.768713822528,True,True,,default_tblite_mixer,,
MgS,GFN2,k444,0.98000,5.0842400000,-15.803652405580,True,True,,default_tblite_mixer,,
MgS,GFN2,k444,1.00000,5.1880000000,-15.801147739736,True,True,,default_tblite_mixer,,
MgS,GFN2,k444,1.02000,5.2917600000,-15.792145199331,True,True,,default_tblite_mixer,,
MgS,GFN2,k444,1.06000,5.4992800000,-15.759327145349,True,True,,default_tblite_mixer,,
MgS,GFN2,k444,1.12000,5.8105600000,-15.685441529092,True,True,,default_tblite_mixer,,
MgS,GFN2,k444,1.20000,6.2256000000,-15.564845633372,True,True,,default_tblite_mixer,,
MgS,GFN2,k444,1.30000,6.7444000000,-15.443723146966,True,True,,default_tblite_mixer,,
MgS,GFN2,k444,1.45000,7.5226000000,-15.246795253975,True,True,,default_tblite_mixer,,
MgS,GXTB,k444,0.82000,4.2541600000,-2393.675840367000,True,True,,native_gxtb_fdiis,,
MgS,GXTB,k444,0.88000,4.5654400000,-2393.951114962432,True,True,,native_gxtb_fdiis,,
MgS,GXTB,k444,0.94000,4.8767200000,-2394.045382403957,True,True,,native_gxtb_fdiis,,
MgS,GXTB,k444,0.98000,5.0842400000,-2394.020795592279,True,True,,native_gxtb_fdiis,,
MgS,GXTB,k444,1.00000,5.1880000000,-2393.994263642618,True,True,,native_gxtb_fdiis,,
MgS,GXTB,k444,1.02000,5.2917600000,-2393.961192968830,True,True,,native_gxtb_fdiis,,
MgS,GXTB,k444,1.06000,5.4992800000,-2393.881516014780,True,True,,native_gxtb_fdiis,,
MgS,GXTB,k444,1.12000,5.8105600000,-2393.745584725501,True,True,,native_gxtb_fdiis,,
MgS,GXTB,k444,1.20000,6.2256000000,-2393.557920682466,True,True,,native_gxtb_fdiis,,
MgS,GXTB,k444,1.30000,6.7444000000,-2393.327349197829,True,True,,native_gxtb_fdiis,,
MgS,GXTB,k444,1.45000,7.5226000000,-2392.991333322743,True,True,,native_gxtb_fdiis,,
LiH,GFN1,k444,0.82000,3.2627800000,-3.647793659287,True,True,,default_tblite_mixer,,
LiH,GFN1,k444,0.88000,3.5015200000,-3.748484826325,True,True,,default_tblite_mixer,,
LiH,GFN1,k444,0.94000,3.7402600000,-3.795728734015,True,True,,default_tblite_mixer,,
LiH,GFN1,k444,0.98000,3.8994200000,-3.807333074889,True,True,,default_tblite_mixer,,
LiH,GFN1,k444,1.00000,3.9790000000,-3.809253746924,True,True,,default_tblite_mixer,,
LiH,GFN1,k444,1.02000,4.0585800000,-3.809541250938,True,True,,default_tblite_mixer,,
LiH,GFN1,k444,1.06000,4.2177400000,-3.807558310542,True,True,,default_tblite_mixer,,
LiH,GFN1,k444,1.12000,4.4564800000,-3.803059727483,True,True,,default_tblite_mixer,,
LiH,GFN1,k444,1.20000,4.7748000000,-3.798547324597,True,True,,default_tblite_mixer,,
LiH,GFN1,k444,1.30000,5.1727000000,-3.786664755464,True,True,,default_tblite_mixer,,
LiH,GFN1,k444,1.45000,5.7695500000,-3.796775452008,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,0.71000,2.8250900000,-5.284750535242,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,0.72000,2.8648800000,-5.222555425485,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,0.73000,2.9046700000,-5.163282460707,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,0.74000,2.9444600000,-5.106349282905,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,0.75000,2.9842500000,-5.051518682439,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,0.76000,3.0240400000,-4.998551428556,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,0.77000,3.0638300000,-4.947279520619,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,0.78000,3.1036200000,-4.897291644315,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,0.79000,3.1434100000,-4.848437069820,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,0.80000,3.1832000000,-4.800705703706,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,0.81000,3.2229900000,-4.754037261944,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,0.82000,3.2627800000,-4.708478279821,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,0.83000,3.3025700000,-4.664029477458,True,True,,retry_m1_d005,,
LiH,GFN2,k444,0.84000,3.3423600000,-4.620713043475,True,True,,retry_m1_d005,,
LiH,GFN2,k444,0.85000,3.3821500000,-4.578507524536,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,0.86000,3.4219400000,-4.537468093593,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,0.87000,3.4617300000,-4.497541344501,True,True,,retry_m1_d005,,
LiH,GFN2,k444,0.88000,3.5015200000,-4.458755328075,True,True,,retry_m1_d005,,
LiH,GFN2,k444,0.89000,3.5413100000,-4.421082056059,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,0.90000,3.5811000000,-4.384471356369,True,True,,retry_m1_d005,,
LiH,GFN2,k444,0.91000,3.6208900000,-4.348868191465,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,0.92000,3.6606800000,-4.314244405422,True,True,,retry_m1_d005,,
LiH,GFN2,k444,0.93000,3.7004700000,-4.280535023732,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,0.94000,3.7402600000,-4.247720289956,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,0.98000,3.8994200000,-4.124534154038,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,1.00000,3.9790000000,-4.067412997299,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,1.02000,4.0585800000,-4.013079723481,True,True,,retry_m1_d005,,
LiH,GFN2,k444,1.06000,4.2177400000,-3.912440741361,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,1.12000,4.4564800000,-3.816168255289,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,1.20000,4.7748000000,-4.256236888283,True,True,,default_tblite_mixer,,
LiH,GFN2,k444,1.30000,5.1727000000,-4.010853573326,True,True,,retry_m1_d005,,
LiH,GFN2,k444,1.45000,5.7695500000,-3.971837811020,True,True,,retry_m1_d005,,
LiH,GXTB,k444,0.82000,3.2627800000,-32.692125297532,True,True,,native_gxtb_fdiis,,
LiH,GXTB,k444,0.88000,3.5015200000,-32.682653752624,True,True,,native_gxtb_fdiis,,
LiH,GXTB,k444,0.94000,3.7402600000,-32.715264387262,True,True,,native_gxtb_fdiis,,
LiH,GXTB,k444,0.98000,3.8994200000,-32.729320179336,True,True,,native_gxtb_fdiis,,
LiH,GXTB,k444,1.00000,3.9790000000,-32.730717784514,True,True,,native_gxtb_fdiis,,
LiH,GXTB,k444,1.02000,4.0585800000,-32.728911889711,True,True,,native_gxtb_fdiis,,
LiH,GXTB,k444,1.06000,4.2177400000,-32.717767165826,True,True,,native_gxtb_fdiis,,
LiH,GXTB,k444,1.12000,4.4564800000,-32.693012830439,True,True,,native_gxtb_fdiis,,
LiH,GXTB,k444,1.20000,4.7748000000,-32.684115213350,True,True,,native_gxtb_fdiis,,
LiH,GXTB,k444,1.30000,5.1727000000,-32.458059631562,True,True,,native_gxtb_fdiis,,
LiH,GXTB,k444,1.45000,5.7695500000,-32.656824889839,True,True,,native_gxtb_fdiis,,
LiF,GFN1,k444,0.82000,3.2578600000,-22.449807315506,True,True,,default_tblite_mixer,,
LiF,GFN1,k444,0.88000,3.4962400000,-22.565244081425,True,True,,default_tblite_mixer,,
LiF,GFN1,k444,0.94000,3.7346200000,-22.588097619817,True,True,,default_tblite_mixer,,
LiF,GFN1,k444,0.98000,3.8935400000,-22.577884257284,True,True,,default_tblite_mixer,,
LiF,GFN1,k444,1.00000,3.9730000000,-22.568407460155,True,True,,default_tblite_mixer,,
LiF,GFN1,k444,1.02000,4.0524600000,-22.556938305117,True,True,,default_tblite_mixer,,
LiF,GFN1,k444,1.06000,4.2113800000,-22.529921430857,True,True,,default_tblite_mixer,,
LiF,GFN1,k444,1.12000,4.4497600000,-22.483957028868,True,True,,default_tblite_mixer,,
LiF,GFN1,k444,1.20000,4.7676000000,-22.419863926059,True,True,,default_tblite_mixer,,
LiF,GFN1,k444,1.30000,5.1649000000,-22.340737610060,True,True,,default_tblite_mixer,,
LiF,GFN1,k444,1.45000,5.7608500000,-22.228875277045,True,True,,default_tblite_mixer,,
LiF,GFN2,k444,0.82000,3.2578600000,-20.396934564292,True,True,,default_tblite_mixer,,
LiF,GFN2,k444,0.88000,3.4962400000,-20.556941081269,True,True,,default_tblite_mixer,,
LiF,GFN2,k444,0.94000,3.7346200000,-20.619804480340,True,True,,default_tblite_mixer,,
LiF,GFN2,k444,0.98000,3.8935400000,-20.633086862723,True,True,,default_tblite_mixer,,
LiF,GFN2,k444,1.00000,3.9730000000,-20.634454610948,True,True,,default_tblite_mixer,,
LiF,GFN2,k444,1.02000,4.0524600000,-20.633346692432,True,True,,default_tblite_mixer,,
LiF,GFN2,k444,1.06000,4.2113800000,-20.626316613336,True,True,,default_tblite_mixer,,
LiF,GFN2,k444,1.12000,4.4497600000,-20.610791805459,True,True,,default_tblite_mixer,,
LiF,GFN2,k444,1.20000,4.7676000000,-20.588628750086,True,True,,default_tblite_mixer,,
LiF,GFN2,k444,1.30000,5.1649000000,-20.558758011439,True,True,,default_tblite_mixer,,
LiF,GFN2,k444,1.45000,5.7608500000,-20.547287312294,True,True,,default_tblite_mixer,,
LiF,GXTB,k444,0.82000,3.2578600000,-430.036557353021,True,True,,native_gxtb_fdiis,,
LiF,GXTB,k444,0.88000,3.4962400000,-430.339725715621,True,True,,native_gxtb_fdiis,,
LiF,GXTB,k444,0.94000,3.7346200000,-430.382626607479,True,True,,native_gxtb_fdiis,,
LiF,GXTB,k444,0.98000,3.8935400000,-430.357753179983,True,True,,native_gxtb_fdiis,,
LiF,GXTB,k444,1.00000,3.9730000000,-430.344053644545,True,True,,native_gxtb_fdiis,,
LiF,GXTB,k444,1.02000,4.0524600000,-430.328477500577,True,True,,native_gxtb_fdiis,,
LiF,GXTB,k444,1.06000,4.2113800000,-430.290590557871,True,True,,native_gxtb_fdiis,,
LiF,GXTB,k444,1.12000,4.4497600000,-430.223233815229,True,True,,native_gxtb_fdiis,,
LiF,GXTB,k444,1.20000,4.7676000000,-430.128173913033,True,True,,native_gxtb_fdiis,,
LiF,GXTB,k444,1.30000,5.1649000000,-430.006842865764,True,True,,native_gxtb_fdiis,,
LiF,GXTB,k444,1.45000,5.7608500000,-429.860435127601,True,True,,native_gxtb_fdiis,,
LiCl,GFN1,k444,0.82000,4.1590400000,-18.924282974903,True,True,,default_tblite_mixer,,
LiCl,GFN1,k444,0.88000,4.4633600000,-19.056268160950,True,True,,default_tblite_mixer,,
LiCl,GFN1,k444,0.94000,4.7676800000,-19.089461517703,True,True,,default_tblite_mixer,,
LiCl,GFN1,k444,0.98000,4.9705600000,-19.082433211146,True,True,,default_tblite_mixer,,
LiCl,GFN1,k444,1.00000,5.0720000000,-19.073366188335,True,True,,default_tblite_mixer,,
LiCl,GFN1,k444,1.02000,5.1734400000,-19.061479540407,True,True,,default_tblite_mixer,,
LiCl,GFN1,k444,1.06000,5.3763200000,-19.031125662343,True,True,,default_tblite_mixer,,
LiCl,GFN1,k444,1.12000,5.6806400000,-18.974743350310,True,True,,default_tblite_mixer,,
LiCl,GFN1,k444,1.20000,6.0864000000,-18.892815392140,True,True,,default_tblite_mixer,,
LiCl,GFN1,k444,1.30000,6.5936000000,-18.797858051701,True,True,,default_tblite_mixer,,
LiCl,GFN1,k444,1.45000,7.3544000000,-18.713689767454,True,True,,default_tblite_mixer,,
LiCl,GFN2,k444,0.82000,4.1590400000,-19.834952145482,True,True,,default_tblite_mixer,,
LiCl,GFN2,k444,0.88000,4.4633600000,-19.965911902113,True,True,,default_tblite_mixer,,
LiCl,GFN2,k444,0.94000,4.7676800000,-20.004832944274,True,True,,default_tblite_mixer,,
LiCl,GFN2,k444,0.98000,4.9705600000,-20.000784699133,True,True,,default_tblite_mixer,,
LiCl,GFN2,k444,1.00000,5.0720000000,-19.992778526545,True,True,,default_tblite_mixer,,
LiCl,GFN2,k444,1.02000,5.1734400000,-19.981820661575,True,True,,default_tblite_mixer,,
LiCl,GFN2,k444,1.06000,5.3763200000,-19.953338615062,True,True,,default_tblite_mixer,,
LiCl,GFN2,k444,1.12000,5.6806400000,-19.907535439416,True,True,,default_tblite_mixer,,
LiCl,GFN2,k444,1.20000,6.0864000000,-19.828479189264,True,True,,default_tblite_mixer,,
LiCl,GFN2,k444,1.30000,6.5936000000,-19.778843785766,True,True,,default_tblite_mixer,,
LiCl,GFN2,k444,1.45000,7.3544000000,-19.651263174363,True,True,,default_tblite_mixer,,
LiCl,GXTB,k444,0.82000,4.1590400000,-1871.418894784665,True,True,,native_gxtb_fdiis,,
LiCl,GXTB,k444,0.88000,4.4633600000,-1871.548424152114,True,True,,native_gxtb_fdiis,,
LiCl,GXTB,k444,0.94000,4.7676800000,-1871.579090259917,True,True,,native_gxtb_fdiis,,
LiCl,GXTB,k444,0.98000,4.9705600000,-1871.569730389083,True,True,,native_gxtb_fdiis,,
LiCl,GXTB,k444,1.00000,5.0720000000,-1871.559729521850,True,True,,native_gxtb_fdiis,,
LiCl,GXTB,k444,1.02000,5.1734400000,-1871.547322649319,True,True,,native_gxtb_fdiis,,
LiCl,GXTB,k444,1.06000,5.3763200000,-1871.517541103432,True,True,,native_gxtb_fdiis,,
LiCl,GXTB,k444,1.12000,5.6806400000,-1871.463272588866,True,True,,native_gxtb_fdiis,,
LiCl,GXTB,k444,1.20000,6.0864000000,-1871.388771595046,True,True,,native_gxtb_fdiis,,
LiCl,GXTB,k444,1.30000,6.5936000000,-1871.307913403052,True,True,,native_gxtb_fdiis,,
LiCl,GXTB,k444,1.45000,7.3544000000,-1871.217112201123,True,True,,native_gxtb_fdiis,,
